#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Protein product	Length	Protein name
Un	NW_013657684.1	343746	386318	+	106552603	PTPN6	XP_013926739.1	607	PREDICTED: tyrosine-protein phosphatase non-receptor type 6
Un	NW_013657684.1	343746	386318	+	106552603	PTPN6	XP_013926816.1	607	PREDICTED: tyrosine-protein phosphatase non-receptor type 6
Un	NW_013657684.1	343746	386318	+	106552603	PTPN6	XP_013926887.1	607	PREDICTED: tyrosine-protein phosphatase non-receptor type 6
Un	NW_013657684.1	393515	403668	-	106553063	PHB2	XP_013927002.1	299	PREDICTED: prohibitin-2
Un	NW_013657684.1	393515	403668	-	106553063	PHB2	XP_013927073.1	299	PREDICTED: prohibitin-2
Un	NW_013657684.1	393515	403668	-	106553063	PHB2	XP_013927147.1	299	PREDICTED: prohibitin-2
Un	NW_013657684.1	404580	409259	+	106553277	EMG1	XP_013927260.1	233	PREDICTED: ribosomal RNA small subunit methyltransferase NEP1
Un	NW_013657684.1	410838	428762	-	106553376	LPCAT3	XP_013927366.1	480	PREDICTED: lysophospholipid acyltransferase 5
Un	NW_013657684.1	451517	468320	+	106553465	C1S	XP_013927481.1	688	PREDICTED: complement C1s subcomponent
Un	NW_013657684.1	484008	499062	-	106553558	C1R	XP_013927599.1	717	PREDICTED: complement C1r subcomponent
Un	NW_013657684.1	885062	950540	-	106553651	AHI1	XP_013927708.1	1216	PREDICTED: jouberin
Un	NW_013657684.1	1058291	1074183	-	106553776	LOC106553776	XP_013927852.1	275	PREDICTED: solute carrier family 22 member 5-like isoform X1
Un	NW_013657684.1	1059707	1074183	-	106553776	LOC106553776	XP_013927926.1	238	PREDICTED: solute carrier family 22 member 5-like isoform X2
Un	NW_013657684.1	1059707	1074183	-	106553776	LOC106553776	XP_013927997.1	238	PREDICTED: solute carrier family 22 member 5-like isoform X2
Un	NW_013657684.1	1060048	1074183	-	106553776	LOC106553776	XP_013928067.1	219	PREDICTED: solute carrier family 22 member 5-like isoform X3
Un	NW_013657684.1	1082703	1147104	-	106554067	SLC22A4	XP_013928177.1	554	PREDICTED: solute carrier family 22 member 4
Un	NW_013657684.1	1230670	1305783	-	106554166	PDLIM4	XP_013928285.1	330	PREDICTED: PDZ and LIM domain protein 4
Un	NW_013657684.1	1366184	1371260	-	106550506	LOC106550506	XP_013923947.1	301	PREDICTED: aquaporin-12-like
Un	NW_013657684.1	1376726	1406713	-	106554254	PAK2	XP_013928403.1	521	PREDICTED: serine/threonine-protein kinase PAK 2
Un	NW_013657684.1	1422397	1432579	-	106554349	PIGX	XP_013928508.1	268	PREDICTED: phosphatidylinositol-glycan biosynthesis class X protein isoform X1
Un	NW_013657684.1	1422397	1429564	-	106554349	PIGX	XP_013928583.1	245	PREDICTED: phosphatidylinositol-glycan biosynthesis class X protein isoform X2
Un	NW_013657684.1	1422397	1429564	-	106554349	PIGX	XP_013928660.1	245	PREDICTED: phosphatidylinositol-glycan biosynthesis class X protein isoform X2
Un	NW_013657684.1	1433236	1434866	+	106554558	CEP19	XP_013928771.1	163	PREDICTED: centrosomal protein of 19 kDa
Un	NW_013657684.1	1443709	1445664	-	106551574	NRROS	XP_013925209.1	683	PREDICTED: negative regulator of reactive oxygen species
Un	NW_013657684.1	1464423	1467783	-	106550608	FBXO45	XP_013924054.1	296	PREDICTED: F-box/SPRY domain-containing protein 1
Un	NW_013657684.1	1468726	1469883	+	106551665	WDR53	XP_013925319.1	346	PREDICTED: WD repeat-containing protein 53
Un	NW_013657684.1	1468726	1469883	+	106551665	WDR53	XP_013925391.1	346	PREDICTED: WD repeat-containing protein 53
Un	NW_013657684.1	1468726	1469883	+	106551665	WDR53	XP_013925462.1	346	PREDICTED: WD repeat-containing protein 53
Un	NW_013657684.1	1468726	1469883	+	106551665	WDR53	XP_013925533.1	346	PREDICTED: WD repeat-containing protein 53
Un	NW_013657684.1	1468726	1469883	+	106551665	WDR53	XP_013925601.1	346	PREDICTED: WD repeat-containing protein 53
Un	NW_013657684.1	1468726	1469883	+	106551665	WDR53	XP_013925677.1	346	PREDICTED: WD repeat-containing protein 53
Un	NW_013657684.1	1480696	1488208	+	106554652	RNF168	XP_013928883.1	595	PREDICTED: E3 ubiquitin-protein ligase RNF168
Un	NW_013657684.1	1480696	1488208	+	106554652	RNF168	XP_013928955.1	595	PREDICTED: E3 ubiquitin-protein ligase RNF168
Un	NW_013657684.1	1490566	1529772	+	106554816	UBXN7	XP_013929134.1	488	PREDICTED: UBX domain-containing protein 7 isoform X2
Un	NW_013657684.1	1491026	1529772	+	106554816	UBXN7	XP_013929059.1	508	PREDICTED: UBX domain-containing protein 7 isoform X1
Un	NW_013657684.1	1545497	1562237	-	106554978	GAL3ST2	XP_013929316.1	383	PREDICTED: galactose-3-O-sulfotransferase 2 isoform X2
Un	NW_013657684.1	1545497	1560141	-	106554978	GAL3ST2	XP_013929386.1	358	PREDICTED: galactose-3-O-sulfotransferase 2 isoform X3
Un	NW_013657684.1	1545497	1560141	-	106554978	GAL3ST2	XP_013929245.1	388	PREDICTED: galactose-3-O-sulfotransferase 2 isoform X1
Un	NW_013657684.1	1567554	1582528	-	106555203	D2HGDH	XP_013929499.1	558	PREDICTED: D-2-hydroxyglutarate dehydrogenase, mitochondrial
Un	NW_013657684.1	1693726	1765359	+	106550701	INPP5D	XP_013924165.1	1171	PREDICTED: phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1
Un	NW_013657684.1	1784574	1805434	+	106555287	ATG16L1	XP_013929617.1	623	PREDICTED: autophagy-related protein 16-1 isoform X1
Un	NW_013657684.1	1784574	1805434	+	106555287	ATG16L1	XP_013929696.1	607	PREDICTED: autophagy-related protein 16-1 isoform X2
Un	NW_013657684.1	1784574	1805434	+	106555287	ATG16L1	XP_013929772.1	588	PREDICTED: autophagy-related protein 16-1 isoform X3
Un	NW_013657684.1	1813186	1829761	+	106555573	SAG	XP_013930252.1	386	PREDICTED: S-arrestin isoform X4
Un	NW_013657684.1	1813186	1829034	+	106555573	SAG	XP_013929956.1	415	PREDICTED: S-arrestin isoform X1
Un	NW_013657684.1	1813186	1829034	+	106555573	SAG	XP_013930027.1	415	PREDICTED: S-arrestin isoform X1
Un	NW_013657684.1	1813186	1829034	+	106555573	SAG	XP_013930099.1	407	PREDICTED: S-arrestin isoform X2
Un	NW_013657684.1	1813186	1828981	+	106555573	SAG	XP_013930176.1	394	PREDICTED: S-arrestin isoform X3
Un	NW_013657684.1	1813186	1828981	+	106555573	SAG	XP_013930329.1	386	PREDICTED: S-arrestin isoform X5
Un	NW_013657684.1	1897674	1908350	+	106555981	EMP1	XP_013930440.1	159	PREDICTED: epithelial membrane protein 1
Un	NW_013657684.1	2276571	2282991	-	106556305	LOC106556305	XP_013930809.1	369	PREDICTED: Krueppel-like factor 15
Un	NW_013657684.1	2306925	2318006	-	106556076	SLC45A3	XP_013930555.1	570	PREDICTED: solute carrier family 45 member 3
Un	NW_013657684.1	2306925	2318006	-	106556076	SLC45A3	XP_013930628.1	570	PREDICTED: solute carrier family 45 member 3
Un	NW_013657684.1	2306925	2318006	-	106556076	SLC45A3	XP_013930702.1	570	PREDICTED: solute carrier family 45 member 3
Un	NW_013657684.1	2355437	2374507	+	106550794	LOC106550794	XP_013924279.1	295	PREDICTED: WD repeat domain phosphoinositide-interacting protein 2-like
Un	NW_013657684.1	2379382	2437208	-	106550890	ELL	XP_013924387.1	570	PREDICTED: RNA polymerase II elongation factor ELL
Un	NW_013657684.1	2467660	2478357	-	106556407	LOC106556407	XP_013930911.1	295	PREDICTED: mitochondrial inner membrane protein OXA1L
Un	NW_013657684.1	2493279	2528361	-	106550992	LOC106550992	XP_013924500.1	713	PREDICTED: solute carrier family 12 member 7-like
Un	NW_013657684.1	2568449	2586248	+	106556513	ZDBF2	XP_013931007.1	1001	PREDICTED: DBF4-type zinc finger-containing protein 2
Un	NW_013657684.1	2647334	2673879	-	106556725	APOO	XP_013931176.1	199	PREDICTED: MICOS complex subunit MIC26 isoform X1
Un	NW_013657684.1	2656715	2673879	-	106556725	APOO	XP_013931184.1	166	PREDICTED: MICOS complex subunit MIC26 isoform X2
Un	NW_013657684.1	2674133	2702082	+	106556617	LOC106556617	XP_013931108.1	338	PREDICTED: putative uncharacterized protein CXorf58 homolog isoform X1
Un	NW_013657684.1	2674133	2702082	+	106556617	LOC106556617	XP_013931165.1	294	PREDICTED: putative uncharacterized protein CXorf58 homolog isoform X2
Un	NW_013657684.1	2707013	2730381	-	106556738	KLHL15	XP_013931227.1	352	PREDICTED: kelch-like protein 15 isoform X3
Un	NW_013657684.1	2707013	2730381	-	106556738	KLHL15	XP_013931220.1	501	PREDICTED: kelch-like protein 15 isoform X2
Un	NW_013657684.1	2708311	2730381	-	106556738	KLHL15	XP_013931197.1	604	PREDICTED: kelch-like protein 15 isoform X1
Un	NW_013657684.1	2708311	2730381	-	106556738	KLHL15	XP_013931206.1	604	PREDICTED: kelch-like protein 15 isoform X1
Un	NW_013657684.1	2708311	2730381	-	106556738	KLHL15	XP_013931213.1	604	PREDICTED: kelch-like protein 15 isoform X1
Un	NW_013657685.1	97313	101034	+	106556869	RPS14	XP_013931378.1	151	PREDICTED: 40S ribosomal protein S14
Un	NW_013657685.1	97313	101034	+	106556869	RPS14	XP_013931386.1	151	PREDICTED: 40S ribosomal protein S14
Un	NW_013657685.1	103608	122892	+	106556774	CD74	XP_013931238.1	307	PREDICTED: HLA class II histocompatibility antigen gamma chain
Un	NW_013657685.1	129555	168801	-	106556883	TCOF1	XP_013931398.1	1032	PREDICTED: treacle protein
Un	NW_013657685.1	186776	201904	+	106556892	CAPRIN1	XP_013931409.1	700	PREDICTED: caprin-1
Un	NW_013657685.1	213043	249050	+	106556902	NAT10	XP_013931419.1	1019	PREDICTED: N-acetyltransferase 10
Un	NW_013657685.1	265470	398911	-	106556780	ABTB2	XP_013931253.1	1084	PREDICTED: ankyrin repeat and BTB/POZ domain-containing protein 2
Un	NW_013657685.1	437924	465794	+	106556784	CAT	XP_013931268.1	535	PREDICTED: LOW QUALITY PROTEIN: catalase
Un	NW_013657685.1	480411	493843	-	106556919	ELF5	XP_013931455.1	179	PREDICTED: ETS-related transcription factor Elf-5 isoform X2
Un	NW_013657685.1	480411	493843	-	106556919	ELF5	XP_013931439.1	257	PREDICTED: ETS-related transcription factor Elf-5 isoform X1
Un	NW_013657685.1	480411	493843	-	106556919	ELF5	XP_013931447.1	257	PREDICTED: ETS-related transcription factor Elf-5 isoform X1
Un	NW_013657685.1	603764	612289	+	106556792	EHF	XP_013931279.1	263	PREDICTED: ETS homologous factor
Un	NW_013657685.1	656151	698463	+	106556939	PDHX	XP_013931467.1	516	PREDICTED: pyruvate dehydrogenase protein X component, mitochondrial
Un	NW_013657685.1	900054	980721	-	106556948	PAMR1	XP_013931476.1	778	PREDICTED: inactive serine protease PAMR1
Un	NW_013657685.1	1057104	1058102	+	106556802	FJX1	XP_013931289.1	332	PREDICTED: four-jointed box protein 1
Un	NW_013657685.1	1350152	1499110	+	106556959	LDLRAD3	XP_013931488.1	346	PREDICTED: low-density lipoprotein receptor class A domain-containing protein 3 isoform X1
Un	NW_013657685.1	1350152	1499110	+	106556959	LDLRAD3	XP_013931498.1	345	PREDICTED: low-density lipoprotein receptor class A domain-containing protein 3 isoform X2
Un	NW_013657685.1	1592333	1634736	+	106556812	PRR5L	XP_013931301.1	371	PREDICTED: LOW QUALITY PROTEIN: proline-rich protein 5-like, partial
Un	NW_013657685.1	1651666	1662138	-	106556967	TRAF6	XP_013931512.1	548	PREDICTED: TNF receptor-associated factor 6
Un	NW_013657685.1	1651666	1662138	-	106556967	TRAF6	XP_013931521.1	548	PREDICTED: TNF receptor-associated factor 6
Un	NW_013657685.1	1699157	1702297	+	106556822	RAG1	XP_013931310.1	1046	PREDICTED: V(D)J recombination-activating protein 1
Un	NW_013657685.1	1717758	1719335	-	106556864	RAG2	XP_013931363.1	525	PREDICTED: V(D)J recombination-activating protein 2
Un	NW_013657685.1	2073273	2083475	+	106556833	LOC106556833	XP_013931323.1	495	PREDICTED: A-kinase anchor protein 13-like
Un	NW_013657685.1	2114044	2115813	-	106556982	KLHL25	XP_013931533.1	589	PREDICTED: kelch-like protein 25
Un	NW_013657685.1	2298136	2395879	+	106556841	LOC106556841	XP_013931336.1	286	PREDICTED: cytosolic carboxypeptidase 4-like
Un	NW_013657685.1	2519133	2649757	+	106556849	FARSA	XP_013931348.1	516	PREDICTED: phenylalanine--tRNA ligase alpha subunit
Un	NW_013657686.1	132740	285165	-	106557083	AGMO	XP_013931683.1	447	PREDICTED: alkylglycerol monooxygenase isoform X1
Un	NW_013657686.1	185694	285165	-	106557083	AGMO	XP_013931691.1	441	PREDICTED: alkylglycerol monooxygenase isoform X2
Un	NW_013657686.1	326077	378721	-	106557019	MEOX2	XP_013931594.1	313	PREDICTED: homeobox protein MOX-2
Un	NW_013657686.1	587622	642402	-	106557097	ISPD	XP_013931702.1	438	PREDICTED: isoprenoid synthase domain-containing protein isoform X1
Un	NW_013657686.1	595480	642402	-	106557097	ISPD	XP_013931709.1	432	PREDICTED: isoprenoid synthase domain-containing protein isoform X2
Un	NW_013657686.1	651790	656303	-	106557027	SOSTDC1	XP_013931607.1	202	PREDICTED: sclerostin domain-containing protein 1
Un	NW_013657686.1	704584	719580	+	106556991	LRRC72	XP_013931545.1	296	PREDICTED: leucine-rich repeat-containing protein 72
Un	NW_013657686.1	724977	757384	-	106557112	ANKMY2	XP_013931722.1	448	PREDICTED: ankyrin repeat and MYND domain-containing protein 2 isoform X1
Un	NW_013657686.1	726306	757384	-	106557112	ANKMY2	XP_013931732.1	381	PREDICTED: ankyrin repeat and MYND domain-containing protein 2 isoform X2
Un	NW_013657686.1	773123	796717	+	106557118	BZW2	XP_013931753.1	422	PREDICTED: basic leucine zipper and W2 domain-containing protein 2
Un	NW_013657686.1	812172	827281	+	106557157	TSPAN13	XP_013931793.1	203	PREDICTED: tetraspanin-13
Un	NW_013657686.1	832224	837588	-	106557143	AGR2	XP_013931773.1	208	PREDICTED: anterior gradient protein 2 homolog isoform X1
Un	NW_013657686.1	832224	837495	-	106557143	AGR2	XP_013931782.1	177	PREDICTED: anterior gradient protein 2 homolog isoform X2
Un	NW_013657686.1	862378	868281	-	106557032	AGR3	XP_013931619.1	164	PREDICTED: anterior gradient protein 3 homolog
Un	NW_013657686.1	977238	1037201	+	106557166	AHR	XP_013931805.1	855	PREDICTED: aryl hydrocarbon receptor
Un	NW_013657686.1	1180989	1291973	-	106557175	SNX13	XP_013931823.1	958	PREDICTED: sorting nexin-13 isoform X2
Un	NW_013657686.1	1180989	1291973	-	106557175	SNX13	XP_013931829.1	915	PREDICTED: sorting nexin-13 isoform X3
Un	NW_013657686.1	1180989	1291973	-	106557175	SNX13	XP_013931816.1	969	PREDICTED: sorting nexin-13 isoform X1
Un	NW_013657686.1	1180989	1232203	-	106557175	SNX13	XP_013931838.1	792	PREDICTED: sorting nexin-13 isoform X4
Un	NW_013657686.1	1384224	1601234	+	106557200	HDAC9	XP_013931848.1	630	PREDICTED: histone deacetylase 9
Un	NW_013657686.1	1645923	1752114	+	106556994	LOC106556994	XP_013931558.1	351	PREDICTED: histone deacetylase 9-like
Un	NW_013657686.1	1777989	1778642	-	106557001	TWIST1	XP_013931569.1	217	PREDICTED: twist-related protein 1
Un	NW_013657686.1	1801335	1801793	-	106557012	FERD3L	XP_013931580.1	152	PREDICTED: fer3-like protein
Un	NW_013657686.1	2019965	2024193	-	106557211	TWISTNB	XP_013931859.1	321	PREDICTED: DNA-directed RNA polymerase I subunit RPA43
Un	NW_013657686.1	2044660	2063132	-	106557041	TMEM196	XP_013931660.1	175	PREDICTED: transmembrane protein 196 isoform X5
Un	NW_013657686.1	2044660	2063132	-	106557041	TMEM196	XP_013931645.1	227	PREDICTED: transmembrane protein 196 isoform X3
Un	NW_013657686.1	2044660	2063132	-	106557041	TMEM196	XP_013931653.1	181	PREDICTED: transmembrane protein 196 isoform X4
Un	NW_013657686.1	2044660	2063132	-	106557041	TMEM196	XP_013931638.1	232	PREDICTED: transmembrane protein 196 isoform X2
Un	NW_013657686.1	2044660	2063132	-	106557041	TMEM196	XP_013931630.1	233	PREDICTED: transmembrane protein 196 isoform X1
Un	NW_013657686.1	2123259	2141557	-	106557220	MACC1	XP_013931871.1	849	PREDICTED: metastasis-associated in colon cancer protein 1
Un	NW_013657686.1	2198813	2215763	+	106557227	ITGB8	XP_013931883.1	819	PREDICTED: integrin beta-8
Un	NW_013657686.1	2262943	2307945	+	106557236	ABCB5	XP_013931896.1	1332	PREDICTED: ATP-binding cassette sub-family B member 5 isoform X1
Un	NW_013657686.1	2262943	2307945	+	106557236	ABCB5	XP_013931904.1	1275	PREDICTED: ATP-binding cassette sub-family B member 5 isoform X2
Un	NW_013657686.1	2355948	2358519	-	106557076	SP8	XP_013931670.1	484	PREDICTED: transcription factor Sp8
Un	NW_013657687.1	41321	43779	-	106557248	FTSJ2	XP_013931916.1	109	PREDICTED: rRNA methyltransferase 2, mitochondrial
Un	NW_013657687.1	47129	73937	-	106557350	SNX8	XP_013932047.1	444	PREDICTED: sorting nexin-8
Un	NW_013657687.1	76189	77154	+	106557302	EIF3B	XP_013931996.1	355	PREDICTED: eukaryotic translation initiation factor 3 subunit B, partial
Un	NW_013657687.1	148577	167157	+	106557374	ANO7	XP_013932078.1	614	PREDICTED: anoctamin-7 isoform X1
Un	NW_013657687.1	148577	162939	+	106557374	ANO7	XP_013932086.1	530	PREDICTED: anoctamin-7 isoform X2
Un	NW_013657687.1	170106	199905	-	106557359	HDLBP	XP_013932057.1	1266	PREDICTED: vigilin
Un	NW_013657687.1	170106	199905	-	106557359	HDLBP	XP_013932066.1	1266	PREDICTED: vigilin
Un	NW_013657687.1	229620	239748	+	106557386	SEPT2	XP_013932097.1	364	PREDICTED: septin-2
Un	NW_013657687.1	229620	239748	+	106557386	SEPT2	XP_013932105.1	364	PREDICTED: septin-2
Un	NW_013657687.1	229620	239748	+	106557386	SEPT2	XP_013932112.1	364	PREDICTED: septin-2
Un	NW_013657687.1	258413	308003	+	106557408	FARP2	XP_013932125.1	1044	PREDICTED: FERM, RhoGEF and pleckstrin domain-containing protein 2 isoform X1
Un	NW_013657687.1	258413	303779	+	106557408	FARP2	XP_013932143.1	946	PREDICTED: FERM, RhoGEF and pleckstrin domain-containing protein 2 isoform X3
Un	NW_013657687.1	258413	303356	+	106557408	FARP2	XP_013932155.1	937	PREDICTED: FERM, RhoGEF and pleckstrin domain-containing protein 2 isoform X4
Un	NW_013657687.1	258413	303187	+	106557408	FARP2	XP_013932135.1	972	PREDICTED: FERM, RhoGEF and pleckstrin domain-containing protein 2 isoform X2
Un	NW_013657687.1	312813	320307	-	106557429	STK25	XP_013932167.1	426	PREDICTED: serine/threonine-protein kinase 25
Un	NW_013657687.1	368549	446199	-	106537410	GABRA5	XP_013907000.1	462	PREDICTED: gamma-aminobutyric acid receptor subunit alpha-5
Un	NW_013657687.1	368549	446199	-	106537410	GABRA5	XP_013907007.1	462	PREDICTED: gamma-aminobutyric acid receptor subunit alpha-5
Un	NW_013657687.1	500663	512557	+	106557319	LOC106557319	XP_013932013.1	102	PREDICTED: gamma-aminobutyric acid receptor subunit beta-3-like
Un	NW_013657687.1	658212	679258	-	106537421	LOC106537421	XP_013907019.1	488	PREDICTED: histone deacetylase 2
Un	NW_013657687.1	716178	732653	-	106557328	POLR1E	XP_013932025.1	410	PREDICTED: DNA-directed RNA polymerase I subunit RPA49
Un	NW_013657687.1	734717	742384	+	106537428	ZBTB5	XP_013907030.1	679	PREDICTED: zinc finger and BTB domain-containing protein 5 isoform X1
Un	NW_013657687.1	740357	742384	+	106537428	ZBTB5	XP_013907038.1	675	PREDICTED: zinc finger and BTB domain-containing protein 5 isoform X2
Un	NW_013657687.1	740357	742384	+	106537428	ZBTB5	XP_013907044.1	675	PREDICTED: zinc finger and BTB domain-containing protein 5 isoform X2
Un	NW_013657687.1	744662	756837	-	106537446	GRHPR	XP_013907056.1	330	PREDICTED: glyoxylate reductase/hydroxypyruvate reductase
Un	NW_013657687.1	803780	931986	-	106537455	ZCCHC7	XP_013907069.1	437	PREDICTED: zinc finger CCHC domain-containing protein 7
Un	NW_013657687.1	994728	1246124	+	106537464	PAX5	XP_013907080.1	390	PREDICTED: paired box protein Pax-5
Un	NW_013657687.1	1317403	1319543	+	106557255	LOC106557255	XP_013931928.1	502	PREDICTED: uncharacterized protein K02A2.6-like
Un	NW_013657687.1	1434817	1466990	-	106537475	MELK	XP_013907091.1	646	PREDICTED: maternal embryonic leucine zipper kinase
Un	NW_013657687.1	1598544	1603338	+	106557264	DCTPP1	XP_013931941.1	255	PREDICTED: LOW QUALITY PROTEIN: dCTP pyrophosphatase 1
Un	NW_013657687.1	1944360	1951885	-	106557279	LOC106557279	XP_013931965.1	144	PREDICTED: rotatin-like
Un	NW_013657687.1	1973384	1974985	+	106537485	SOCS6	XP_013907103.1	533	PREDICTED: suppressor of cytokine signaling 6
Un	NW_013657687.1	2119820	2148737	+	106537492	TES	XP_013907116.1	422	PREDICTED: testin
Un	NW_013657687.1	2172931	2192974	-	106537496	LOC106537496	XP_013907128.1	124	PREDICTED: acyl-protein thioesterase 1-like
Un	NW_013657687.1	2390023	2415818	+	106537511	SEC14L1	XP_013907146.1	715	PREDICTED: SEC14-like protein 1
Un	NW_013657687.1	2390023	2415818	+	106537511	SEC14L1	XP_013907154.1	715	PREDICTED: SEC14-like protein 1
Un	NW_013657687.1	2476921	2562668	-	106557285	TNRC6C	XP_013931974.1	1476	PREDICTED: trinucleotide repeat-containing gene 6C protein
